"partida_id","rodata","clube","cartao","atleta","num_camisa","posicao","minuto"
"8044","2","Goias","Amarelo","Bruno Melo","19","Zagueiro","26"
"8044","2","Corinthians","Amarelo","Fábio Santos","6","Zagueiro","21"
"8045","2","Bahia","Amarelo","Gabriel Teixeira","11","Atacante","92"
"8045","2","Botafogo-RJ","Amarelo","Tiquinho Soares","9","Atacante","72"
"8045","2","Botafogo-RJ","Amarelo","Leonel Di Plácido","24","Zagueiro","92"
"8047","3","Coritiba","Amarelo","Kaio César Andrade Lima","37","Atacante","71"
"8047","3","Coritiba","Amarelo","Bruno Gomes","6","Meio-campo","38"
"8047","3","Sao Paulo","Amarelo","Michel Araújo","15","Meio-campo","78"
"8047","3","Coritiba","Amarelo","Gabriel Vasconcellos Ferreira","1","Goleiro","66"
"8047","3","Coritiba","Amarelo","Benjamín Kuscevic","13","Zagueiro","34"
"8046","3","Fluminense","Amarelo","John Kennedy","9","Meio-campo","23"
"8046","3","Fluminense","Amarelo","Keno","11","Atacante","87"
"8046","3","Fluminense","Amarelo","Gabriel Pirani","20","Meio-campo","20"
"8048","3","Palmeiras","Amarelo","Mayke","12","Zagueiro","55"
"8048","3","Corinthians","Amarelo","Du Queiroz","37","Zagueiro","77"
"8048","3","Corinthians","Amarelo","Róger Guedes","10","Meio-campo","21"
"8048","3","Palmeiras","Amarelo","Rafael Navarro","29","Atacante","72"
"8048","3","Palmeiras","Amarelo","Joaquín Piquerez","22","Zagueiro","39"
"8048","3","Corinthians","Amarelo","Giuliano Victor de Paula","20","Meio-campo","72"
"8049","3","Santos","Amarelo","Nathan Santos","22","Zagueiro","33"
"8049","3","America-MG","Amarelo","Iago Maidana","3","Zagueiro","92"
"8049","3","America-MG","Amarelo","Alexandre Egea","16","Meio-campo","43"
"8049","3","Santos","Amarelo","Rodrigo Fernández","14","Meio-campo","49"
"8049","3","Santos","Amarelo","Douglas Moreira","19","Meio-campo","27"
"8049","3","America-MG","Amarelo","Everaldo","37","Meio-campo","72"
"8049","3","America-MG","Amarelo","Éder","33","Zagueiro","28"
"8049","3","Santos","Vermelho","Eduardo","4","Zagueiro","93"
"8050","3","Bragantino","Amarelo","Cleiton Schwengber","1","Goleiro","79"
"8050","3","Bragantino","Amarelo","Thiago Borbas","18","Atacante","67"
"8050","3","Cruzeiro","Amarelo","Neris","27","Zagueiro","77"
"8050","3","Cruzeiro","Amarelo","Ramiro","17","Meio-campo","32"
"8050","3","Bragantino","Vermelho","Cleiton Schwengber","1","Goleiro","79"
"8050","3","Bragantino","Amarelo","Jadsom","5","Meio-campo","67"
"8050","3","Bragantino","Amarelo","Hélio Junio Nunes de Castro","11","Meio-campo","38"
"8050","3","Cruzeiro","Amarelo","Luciano Castán","4","Zagueiro","73"
"8050","3","Bragantino","Vermelho","Aderlan Silva","13","Zagueiro","27"
"8051","3","Atletico-MG","Amarelo","Mauricio Lemos","28","Zagueiro","68"
"8051","3","Athletico-PR","Amarelo","Agustín Canobbio","14","Atacante","98"
"8051","3","Athletico-PR","Amarelo","Alex Paulo Menezes Santana","80","Meio-campo","64"
"8051","3","Athletico-PR","Vermelho","Alex Paulo Menezes Santana","80","Meio-campo","80"
"8051","3","Atletico-MG","Amarelo","Éverson Felipe Marques Pires","22","Goleiro","98"
"8051","3","Atletico-MG","Amarelo","Réver","4","Zagueiro","29"
"8051","3","Athletico-PR","Amarelo","Léo Linck","23","Goleiro","86"
"8052","3","Flamengo","Amarelo","David Luiz","23","Zagueiro","74"
"8052","3","Flamengo","Amarelo","Gabriel Barbosa","10","Meio-campo","30"
"8052","3","Botafogo-RJ","Amarelo","Tiquinho Soares","9","Atacante","85"
"8052","3","Flamengo","Amarelo","Thiago Maia","8","Meio-campo","77"
"8052","3","Flamengo","Amarelo","Arturo Vidal","32","Meio-campo","43"
"8052","3","Botafogo-RJ","Amarelo","Víctor Cuesta","15","Zagueiro","102"
"8052","3","Botafogo-RJ","Amarelo","Rafael Pereira da Silva","2","Zagueiro","48"
"8052","3","Botafogo-RJ","Vermelho","Rafael Pereira da Silva","2","Zagueiro","51"
"8053","3","Cuiaba","Amarelo","Deyverson","16","Atacante","81"
"8053","3","Cuiaba","Amarelo","Raniele","14","Meio-campo","55"
"8053","3","Gremio","Amarelo","João Paulo Bitello","39","Meio-campo","91"
"8053","3","Cuiaba","Vermelho","Patric","94","Zagueiro","97"
"8053","3","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","81"
"8053","3","Gremio","Amarelo","Mila","45","Meio-campo","37"
"8053","3","Cuiaba","Amarelo","Ronald","8","Meio-campo","71"
"8053","3","Cuiaba","Amarelo","Patric","94","Zagueiro","35"
"8053","3","Gremio","Amarelo","Diogo Barbosa","6","Zagueiro","88"
"8053","3","Gremio","Amarelo","Bruno Alves","34","Zagueiro","40"
"8054","3","Internacional","Amarelo","Gabriel Mercado","25","Zagueiro","72"
"8054","3","Internacional","Amarelo","Carlos de Pena","14","Meio-campo","47"
"8054","3","Goias","Vermelho","Magno Jose da Silva","2","Zagueiro","61"
"8054","3","Internacional","Amarelo","Alexandre Alemão","35","Atacante","97"
"8054","3","Internacional","Amarelo","Alan Patrick","10","Meio-campo","58"
"8054","3","Goias","Amarelo","Magno Jose da Silva","2","Zagueiro","61"
"8055","3","Vasco","Amarelo","Andrey Santos","18","Meio-campo","42"
"8055","3","Bahia","Amarelo","Ademir","7","Meio-campo","53"
"8055","3","Bahia","Amarelo","Nicolás Acevedo","26","Meio-campo","18"
"8055","3","Bahia","Amarelo","Vítor Jacaré","29","Zagueiro","97"
"8055","3","Bahia","Amarelo","Matheus Bahia Santos","79","Zagueiro","31"
"8056","4","Cruzeiro","Amarelo","Richard Candido Coelho","25","Meio-campo","83"
"8056","4","Cruzeiro","Amarelo","Ramiro","17","Meio-campo","69"
"8056","4","Cruzeiro","Amarelo","Matheus Jussa","18","Zagueiro","23"
"8056","4","Santos","Amarelo","Gabriel Inocêncio","12","Zagueiro","64"
"8056","4","Cruzeiro","Amarelo","Henrique Dourado","99","Atacante","89"
"8056","4","Cruzeiro","Amarelo","Oliveira","6","Zagueiro","80"
"8056","4","Cruzeiro","Amarelo","William de Asevedo Furtado","12","Zagueiro","47"
"8056","4","Santos","Amarelo","Rodrigo Fernández","14","Meio-campo","66"
"8056","4","Santos","Amarelo","Lucas Rafael Araújo Lima","23","Meio-campo","38"
"8057","4","Fluminense","Amarelo","John Kennedy","9","Atacante","77"
"8057","4","Fluminense","Amarelo","André","7","Meio-campo","40"
"8057","4","Vasco","Amarelo","Figueiredo","15","Atacante","93"
"8057","4","Fluminense","Amarelo","Felipe Melo","30","Zagueiro","43"
"8057","4","Vasco","Amarelo","Eguinaldo","21","Atacante","95"
"8057","4","Vasco","Amarelo","Leo Jardim","1","Goleiro","47"
"8058","4","America-MG","Vermelho","Matheus Cavichioli","1","Goleiro","89"
"8058","4","America-MG","Amarelo","Mateus Gonçalves Martins","27","Atacante","80"
"8058","4","America-MG","Amarelo","Alexandre Egea","16","Meio-campo","31"
"8058","4","Cuiaba","Amarelo","Mateusinho","98","Zagueiro","94"
"8058","4","Cuiaba","Amarelo","Alan Empereur","33","Zagueiro","57"
"8058","4","America-MG","Amarelo","Marlon","6","Zagueiro","51"
"8058","4","Cuiaba","Amarelo","Pablo Cepellini","10","Meio-campo","94"
"8058","4","Cuiaba","Amarelo","Ronald","8","Meio-campo","69"
"8059","4","Bahia","Amarelo","Vítor Jacaré","29","Meio-campo","50"
"8059","4","Coritiba","Amarelo","Jamerson Bahia","83","Meio-campo","88"
"8059","4","Coritiba","Amarelo","Victor Luis","26","Zagueiro","67"
"8059","4","Coritiba","Amarelo","Gabriel Boschilia","35","Meio-campo","52"
"8059","4","Bahia","Amarelo","Gabriel Teixeira","11","Atacante","51"
"8059","4","Coritiba","Amarelo","Matheus Bianqui","17","Meio-campo","100"
"8059","4","Coritiba","Amarelo","Henrique Adriano Buss","3","Zagueiro","77"
"8059","4","Coritiba","Amarelo","Bruno Viana","5","Zagueiro","55"
"8059","4","Coritiba","Amarelo","Willian Farias","8","Meio-campo","32"
"8061","4","Athletico-PR","Amarelo","Erick Luis Conrado Carvalho","26","Meio-campo","64"
"8061","4","Flamengo","Amarelo","Gabriel Barbosa","10","Atacante","32"
"8061","4","Athletico-PR","Amarelo","Fernandinho","5","Meio-campo","96"
"8061","4","Flamengo","Amarelo","Erick Pulgar","5","Meio-campo","74"
"8060","4","Sao Paulo","Amarelo","Wellington Rato","27","Meio-campo","82"
"8060","4","Sao Paulo","Amarelo","Rafinha","13","Zagueiro","47"
"8060","4","Internacional","Amarelo","Rodrigo Moledo","4","Zagueiro","79"
"8060","4","Internacional","Amarelo","Maurício Magalhães Prado","27","Meio-campo","58"
"8060","4","Sao Paulo","Amarelo","Gabriel Neves","20","Meio-campo","58"
"8060","4","Internacional","Amarelo","Lucca Holanda Sampaio Tavares","45","Atacante","87"
"8060","4","Internacional","Amarelo","Gabriel Mercado","25","Zagueiro","67"
"8062","4","Gremio","Amarelo","Gustavo Martins","53","Zagueiro","76"
"8062","4","Gremio","Amarelo","Bruno Uvini","15","Zagueiro","44"
"8062","4","Bragantino","Amarelo","Matheus Fernandes","35","Meio-campo","40"
"8062","4","Gremio","Amarelo","Nathan","7","Meio-campo","88"
"8062","4","Gremio","Amarelo","Everton","13","Meio-campo","67"
"8062","4","Gremio","Amarelo","Vina","11","Meio-campo","31"
"8062","4","Bragantino","Amarelo","Vitor Hugo Naum dos Santos","28","Atacante","5"
"8063","4","Botafogo-RJ","Amarelo","Lucas Fernandes da Silva","18","Meio-campo","63"
"8063","4","Atletico-MG","Amarelo","Rodrigo Battaglia","21","Meio-campo","40"
"8063","4","Atletico-MG","Amarelo","Mauricio Lemos","28","Zagueiro","54"
"8063","4","Atletico-MG","Amarelo","Rubens","44","Zagueiro","28"
"8064","4","Goias","Amarelo","Diego","20","Zagueiro","68"
"8064","4","Palmeiras","Amarelo","Endrick","9","Atacante","76"
"8064","4","Palmeiras","Amarelo","José Rafael Vivian","8","Meio-campo","68"
"8064","4","Palmeiras","Amarelo","Raphael Cavalcante Veiga","23","Meio-campo","50"
"8064","4","Goias","Vermelho","Lucas Halter","3","Zagueiro","41"
"8064","4","Goias","Amarelo","Bruno Melo","19","Zagueiro","14"
"8064","4","Palmeiras","Amarelo","Gustavo Gómez","15","Zagueiro","70"
"8064","4","Palmeiras","Amarelo","Joaquín Piquerez","22","Meio-campo","66"
"8064","4","Palmeiras","Amarelo","Mayke","12","Zagueiro","25"
"8065","4","Corinthians","Amarelo","Murillo","34","Zagueiro","76"
"8065","4","Fortaleza","Amarelo","Silvio Romero","18","Atacante","99"
"8065","4","Corinthians","Amarelo","Fausto Vera","5","Meio-campo","62"
"8065","4","Fortaleza","Amarelo","Bruno Pacheco","6","Zagueiro","13"
"8067","5","Santos","Amarelo","Deivid Washington","36","Atacante","42"
"8067","5","Bahia","Amarelo","Nicolás Acevedo","26","Meio-campo","50"
"8067","5","Bahia","Amarelo","Jhoanner Chávez","6","Meio-campo","3"
"8067","5","Santos","Amarelo","Lucas Rafael Araújo Lima","23","Meio-campo","68"
"8067","5","Bahia","Amarelo","Kanu","4","Zagueiro","89"
"8067","5","Bahia","Amarelo","Neuciano Gusmão","40","Meio-campo","25"
"8067","5","Santos","Amarelo","Lucas Braga Ribeiro","30","Atacante","51"
"8066","5","Internacional","Amarelo","Gabriel Barros","42","Atacante","94"
"8066","5","Athletico-PR","Amarelo","Vitor Bueno","8","Meio-campo","95"
"8066","5","Athletico-PR","Amarelo","Pedro Henrique Ribeiro Gonçalves","34","Zagueiro","73"
"8066","5","Internacional","Amarelo","Igor Gomes","21","Zagueiro","70"
"8066","5","Athletico-PR","Amarelo","Bento Matheus Krepski","1","Goleiro","92"
"8066","5","Athletico-PR","Amarelo","Hugo Moura","17","Meio-campo","28"
"8068","5","Bragantino","Amarelo","Vitor Hugo Naum dos Santos","28","Meio-campo","86"
"8068","5","Bragantino","Amarelo","Thiago Borbas","18","Atacante","55"
"8068","5","America-MG","Amarelo","Éder","33","Zagueiro","59"
"8068","5","America-MG","Amarelo","Márcio Almeida de Oliveira","25","Zagueiro","46"
"8068","5","Bragantino","Amarelo","Eduardo Santos","26","Zagueiro","101"
"8068","5","Bragantino","Amarelo","Jadsom","5","Meio-campo","77"
"8068","5","Bragantino","Amarelo","Eduardo Sasha","19","Atacante","16"
"8068","5","America-MG","Amarelo","Everaldo","37","Meio-campo","49"
"8069","5","Atletico-MG","Amarelo","Eduardo Vargas","11","Atacante","52"
"8069","5","Cuiaba","Amarelo","Marllon Borges","4","Zagueiro","47"
"8069","5","Atletico-MG","Amarelo","Matías Zaracho","15","Meio-campo","37"
"8070","5","Goias","Amarelo","Vinícius Santos Silva","7","Meio-campo","42"
"8071","5","Fluminense","Amarelo","Fábio Deivson Lopes Maciel","1","Goleiro","80"
"8071","5","Fluminense","Amarelo","Manoel Messias Silva Carvalho","26","Zagueiro","75"
"8071","5","Fluminense","Amarelo","Marcelo Vieira da Silva Júnior","12","Zagueiro","20"
"8071","5","Fluminense","Vermelho","André","7","Meio-campo","77"
"8071","5","Cruzeiro","Amarelo","Wesley Ribeiro Silva","11","Meio-campo","42"
"8071","5","Fluminense","Amarelo","André","7","Meio-campo","77"
"8071","5","Fluminense","Amarelo","Thiago dos Santos","29","Meio-campo","72"
"8072","5","Palmeiras","Amarelo","José Rafael Vivian","8","Meio-campo","27"
"8072","5","Gremio","Amarelo","Bruno Uvini","15","Zagueiro","55"
"8072","5","Gremio","Amarelo","Mathías Villasanti","20","Meio-campo","29"
"8072","5","Palmeiras","Amarelo","Joaquín Piquerez","22","Zagueiro","82"
"8072","5","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","61"
"8072","5","Gremio","Amarelo","Gabriel Grando","12","Goleiro","51"
"8073","5","Coritiba","Amarelo","Zé Roberto","18","Atacante","37"
"8073","5","Coritiba","Amarelo","Natanael","16","Zagueiro","85"
"8073","5","Vasco","Amarelo","Matías Galarza","19","Meio-campo","57"
"8074","5","Botafogo-RJ","Amarelo","Víctor Cuesta","15","Zagueiro","85"
"8074","5","Corinthians","Amarelo","Fábio Santos","6","Zagueiro","48"
"8074","5","Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva","4","Zagueiro","85"
"8075","5","Fortaleza","Amarelo","Emanuel Brítez","19","Zagueiro","21"
"8075","5","Sao Paulo","Amarelo","Gabriel Neves","20","Meio-campo","80"
"8075","5","Sao Paulo","Amarelo","Raí Ramos","34","Zagueiro","29"
"8075","5","Sao Paulo","Vermelho","Rodrigo Nestor","11","Meio-campo","71"
"8075","5","Fortaleza","Amarelo","Yago Pikachu","22","Meio-campo","51"
"8075","5","Sao Paulo","Amarelo","Alisson Euler de Freitas Castro","7","Meio-campo","91"
"8075","5","Sao Paulo","Amarelo","Rodrigo Nestor","11","Meio-campo","48"
"8075","5","Fortaleza","Vermelho","Emanuel Brítez","19","Zagueiro","62"
"8076","6","Bahia","Amarelo","Yago Rocha","20","Meio-campo","60"
"8076","6","Bahia","Amarelo","David Duarte","33","Zagueiro","47"
"8076","6","Bahia","Amarelo","Vitor Hugo Franchescoli de Souza","31","Zagueiro","26"
"8076","6","Flamengo","Amarelo","Giorgian De Arrascaeta","14","Meio-campo","93"
"8076","6","Flamengo","Amarelo","Fabrício Bruno","15","Zagueiro","62"
"8076","6","Bahia","Vermelho","Julio Cesar de Rezende Miranda","5","Zagueiro","74"
"8076","6","Bahia","Amarelo","Kanu","4","Zagueiro","74"
"8076","6","Bahia","Amarelo","Ademir","7","Atacante","55"
"8076","6","Bahia","Amarelo","Julio Cesar de Rezende Miranda","5","Zagueiro","39"
"8076","6","Flamengo","Amarelo","Ayrton Lucas Dantas de Medeiros","6","Zagueiro","94"
"8076","6","Flamengo","Amarelo","Léo Pereira","4","Zagueiro","87"
"8076","6","Flamengo","Amarelo","Arturo Vidal","32","Meio-campo","51"
"8076","6","Bahia","Vermelho","Kanu","4","Zagueiro","77"
"8077","6","Fluminense","Amarelo","Giovanni Manson Ribeiro","37","Meio-campo","79"
"8077","6","Fluminense","Amarelo","Guga","23","Zagueiro","25"
"8077","6","Cuiaba","Amarelo","Matheus Alexandre Anastácio de Souza","2","Zagueiro","42"
"8077","6","Cuiaba","Amarelo","Walter Leandro Capeloza Artune","1","Goleiro","23"
"8077","6","Fluminense","Amarelo","Jhon Arias","21","Meio-campo","40"
"8077","6","Cuiaba","Amarelo","Mateusinho","98","Zagueiro","48"
"8077","6","Cuiaba","Amarelo","Denilson","27","Meio-campo","33"
"8078","6","Bragantino","Amarelo","Alerrandro Barra Mansa Realino de Souza","9","Atacante","85"
"8078","6","Bragantino","Amarelo","Eric dos Santos Rodrigues","7","Meio-campo","42"
"8078","6","Palmeiras","Amarelo","Gustavo Gómez","15","Zagueiro","89"
"8078","6","Bragantino","Amarelo","Cleiton Schwengber","1","Goleiro","83"
"8078","6","Bragantino","Amarelo","Juninho Capixaba","29","Zagueiro","17"
"8079","6","Atletico-MG","Amarelo","Jemerson de Jesus Nascimento","34","Zagueiro","88"
"8079","6","Internacional","Amarelo","Nicolás Hernández","22","Zagueiro","72"
"8079","6","Internacional","Amarelo","Alexandre Alemão","35","Atacante","7"
"8079","6","Atletico-MG","Amarelo","Cristian Pavón","9","Meio-campo","7"
"8079","6","Internacional","Amarelo","Rômulo Zwarg","40","Meio-campo","45"
"8080","6","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","79"
"8080","6","Fortaleza","Amarelo","Lucas Sasha","88","Meio-campo","95"
"8080","6","Fortaleza","Amarelo","Brayan Ceballos","3","Zagueiro","41"
"8080","6","Gremio","Amarelo","Mathías Villasanti","20","Meio-campo","93"
"8080","6","Gremio","Amarelo","Reinaldo Manoel da Silva","22","Zagueiro","43"
"8080","6","Fortaleza","Amarelo","Calebe Gonçalves Ferreira da Silva","27","Meio-campo","52"
"8080","6","Fortaleza","Amarelo","Cristian Chagas Tarouco","4","Zagueiro","21"
"8081","6","Vasco","Amarelo","Leonardo Pinheiro","3","Zagueiro","91"
"8081","6","Vasco","Amarelo","José Luis Rodríguez Bebanz","2","Zagueiro","76"
"8081","6","Santos","Amarelo","Nathan Santos","22","Zagueiro","72"
"8081","6","Vasco","Amarelo","Robson Bambu","30","Zagueiro","78"
"8081","6","Vasco","Amarelo","Erick Marcus","16","Atacante","75"
"8082","6","Corinthians","Amarelo","Fagner","23","Zagueiro","5"
"8082","6","Sao Paulo","Amarelo","Rafinha","13","Zagueiro","48"
"8082","6","Sao Paulo","Amarelo","Lucas Beraldo","35","Zagueiro","11"
"8082","6","Corinthians","Amarelo","Carlos Gilberto do Nascimento Silva","4","Zagueiro","27"
"8082","6","Sao Paulo","Amarelo","Luciano da Rocha Neves","10","Meio-campo","51"
"8082","6","Sao Paulo","Amarelo","Caio Paulista","38","Zagueiro","28"
